ngdu;field;area;bl;strat;calculationType;radius;userId
"НГДУ Азнакаевскнефть";"Агбязовская зона";"Адеевское поднятие";"5";"Ассельско-Сакмарский Ярус";"1";"400";"67f4f4532126e4aeb841167e"
